date,tournament,team,opponent,goals,is_home,total_weight
2021-11-12,FIFA World Cup qualification,Scotland,Moldova,2,FALSE,0.5110431926514548
2021-11-12,FIFA World Cup qualification,Faroe Islands,Denmark,1,FALSE,0.5110431926514548
2021-11-12,FIFA World Cup qualification,Israel,Austria,2,FALSE,0.5110431926514548
2021-11-12,FIFA World Cup qualification,Albania,England,0,FALSE,0.5110431926514548
2021-11-12,FIFA World Cup qualification,Poland,Andorra,4,FALSE,0.5110431926514548
2021-11-12,FIFA World Cup qualification,San Marino,Hungary,0,FALSE,0.5110431926514548
2021-11-12,FIFA World Cup qualification,Argentina,Uruguay,1,FALSE,0.5110431926514548
2021-11-13,Friendly,Burundi,Myanmar,2,FALSE,0.10230573342731551
2021-11-13,Friendly,Nicaragua,Cuba,2,TRUE,0.10230573342731551
2021-11-13,Friendly,Sierra Leone,Comoros,0,FALSE,0.10230573342731551
2021-11-13,Mahinda Rajapaksa Cup,Bangladesh,Maldives,2,FALSE,0.20461146685463102
2021-11-13,Mahinda Rajapaksa Cup,Sri Lanka,Seychelles,0,TRUE,0.20461146685463102
2021-11-13,FIFA World Cup qualification,Zambia,Mauritania,4,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Equatorial Guinea,Tunisia,1,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Cape Verde,Central African Republic,2,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Liberia,Nigeria,0,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Malawi,Cameroon,0,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Ivory Coast,Mozambique,3,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Bosnia and Herzegovina,Finland,1,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,France,Kazakhstan,8,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Wales,Belarus,5,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Belgium,Estonia,3,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Norway,Latvia,0,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Turkey,Gibraltar,6,TRUE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Montenegro,Netherlands,2,TRUE,0.5115286671365775
2021-11-13,Friendly,Myanmar,Burundi,1,FALSE,0.10230573342731551
2021-11-13,Friendly,Cuba,Nicaragua,0,FALSE,0.10230573342731551
2021-11-13,Friendly,Comoros,Sierra Leone,2,FALSE,0.10230573342731551
2021-11-13,Mahinda Rajapaksa Cup,Maldives,Bangladesh,1,FALSE,0.20461146685463102
2021-11-13,Mahinda Rajapaksa Cup,Seychelles,Sri Lanka,1,FALSE,0.20461146685463102
2021-11-13,FIFA World Cup qualification,Mauritania,Zambia,0,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Tunisia,Equatorial Guinea,0,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Central African Republic,Cape Verde,1,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Nigeria,Liberia,2,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Cameroon,Malawi,4,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Mozambique,Ivory Coast,0,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Finland,Bosnia and Herzegovina,3,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Kazakhstan,France,0,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Belarus,Wales,1,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Estonia,Belgium,1,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Latvia,Norway,0,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Gibraltar,Turkey,0,FALSE,0.5115286671365775
2021-11-13,FIFA World Cup qualification,Netherlands,Montenegro,2,FALSE,0.5115286671365775
2021-11-14,Friendly,Azerbaijan,Qatar,2,TRUE,0.10240292056134823
2021-11-14,Friendly,Nicaragua,Cuba,2,TRUE,0.10240292056134823
2021-11-14,FIFA World Cup qualification,Mali,Uganda,1,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Zimbabwe,Ethiopia,1,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Ghana,South Africa,1,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Senegal,Congo,2,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,DR Congo,Benin,2,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Madagascar,Tanzania,1,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Portugal,Serbia,1,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Luxembourg,Republic of Ireland,0,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Spain,Sweden,1,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Greece,Kosovo,1,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Croatia,Russia,1,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Malta,Slovakia,0,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Slovenia,Cyprus,2,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Liechtenstein,Romania,0,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,North Macedonia,Iceland,3,TRUE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Armenia,Germany,1,TRUE,0.5120146028067412
2021-11-14,Friendly,Qatar,Azerbaijan,2,FALSE,0.10240292056134823
2021-11-14,Friendly,Cuba,Nicaragua,0,FALSE,0.10240292056134823
2021-11-14,FIFA World Cup qualification,Uganda,Mali,0,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Ethiopia,Zimbabwe,1,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,South Africa,Ghana,0,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Congo,Senegal,0,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Benin,DR Congo,0,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Tanzania,Madagascar,1,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Serbia,Portugal,2,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Republic of Ireland,Luxembourg,3,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Sweden,Spain,0,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Kosovo,Greece,1,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Russia,Croatia,0,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Slovakia,Malta,6,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Cyprus,Slovenia,1,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Romania,Liechtenstein,2,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Iceland,North Macedonia,1,FALSE,0.5120146028067412
2021-11-14,FIFA World Cup qualification,Germany,Armenia,4,FALSE,0.5120146028067412
2021-11-15,Friendly,Georgia,Uzbekistan,1,TRUE,0.10250020002001128
2021-11-15,Friendly,Lithuania,Kuwait,1,TRUE,0.10250020002001128
2021-11-15,FIFA World Cup qualification,Niger,Djibouti,7,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Kenya,Rwanda,2,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Namibia,Togo,0,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Guinea-Bissau,Sudan,0,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Northern Ireland,Italy,0,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Switzerland,Bulgaria,4,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Scotland,Denmark,2,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Austria,Moldova,4,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Israel,Faroe Islands,3,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Albania,Andorra,1,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Poland,Hungary,1,TRUE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,San Marino,England,0,TRUE,0.5125010001000564
2021-11-15,Friendly,Uzbekistan,Georgia,0,FALSE,0.10250020002001128
2021-11-15,Friendly,Kuwait,Lithuania,1,FALSE,0.10250020002001128
2021-11-15,FIFA World Cup qualification,Djibouti,Niger,2,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Rwanda,Kenya,1,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Togo,Namibia,1,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Sudan,Guinea-Bissau,0,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Italy,Northern Ireland,0,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Bulgaria,Switzerland,0,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Denmark,Scotland,0,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Moldova,Austria,1,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Faroe Islands,Israel,2,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Andorra,Albania,0,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,Hungary,Poland,2,FALSE,0.5125010001000564
2021-11-15,FIFA World Cup qualification,England,San Marino,10,FALSE,0.5125010001000564
2021-11-16,Friendly,Bahrain,Kyrgyzstan,4,TRUE,0.10259757189101011
2021-11-16,Friendly,Belarus,Jordan,1,TRUE,0.10259757189101011
2021-11-16,Friendly,Kazakhstan,Tajikistan,1,TRUE,0.10259757189101011
2021-11-16,Friendly,New Zealand,Gambia,2,FALSE,0.10259757189101011
2021-11-16,Friendly,Indonesia,Afghanistan,0,FALSE,0.10259757189101011
2021-11-16,Mahinda Rajapaksa Cup,Maldives,Seychelles,0,FALSE,0.20519514378202022
2021-11-16,Mahinda Rajapaksa Cup,Sri Lanka,Bangladesh,2,TRUE,0.20519514378202022
2021-11-16,FIFA World Cup qualification,Algeria,Burkina Faso,2,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Mauritania,Equatorial Guinea,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Tunisia,Zambia,3,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Liberia,Central African Republic,3,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Nigeria,Cape Verde,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Mozambique,Malawi,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Cameroon,Ivory Coast,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Egypt,Gabon,2,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Libya,Angola,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Morocco,Guinea,3,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Lebanon,United Arab Emirates,0,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Iraq,South Korea,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Syria,Iran,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,China PR,Australia,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Vietnam,Saudi Arabia,0,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Oman,Japan,0,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Jamaica,United States,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Canada,Mexico,2,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Costa Rica,Honduras,2,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Panama,El Salvador,2,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Bosnia and Herzegovina,Ukraine,0,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Finland,France,0,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Wales,Belgium,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Czech Republic,Estonia,2,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Gibraltar,Latvia,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Montenegro,Turkey,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Netherlands,Norway,2,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Bolivia,Uruguay,3,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Venezuela,Peru,1,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Colombia,Paraguay,0,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Argentina,Brazil,0,TRUE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Chile,Ecuador,0,TRUE,0.5129878594550505
2021-11-16,Friendly,Kyrgyzstan,Bahrain,2,FALSE,0.10259757189101011
2021-11-16,Friendly,Jordan,Belarus,0,FALSE,0.10259757189101011
2021-11-16,Friendly,Tajikistan,Kazakhstan,0,FALSE,0.10259757189101011
2021-11-16,Friendly,Gambia,New Zealand,0,FALSE,0.10259757189101011
2021-11-16,Friendly,Afghanistan,Indonesia,1,FALSE,0.10259757189101011
2021-11-16,Mahinda Rajapaksa Cup,Seychelles,Maldives,0,FALSE,0.20519514378202022
2021-11-16,Mahinda Rajapaksa Cup,Bangladesh,Sri Lanka,1,FALSE,0.20519514378202022
2021-11-16,FIFA World Cup qualification,Burkina Faso,Algeria,2,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Equatorial Guinea,Mauritania,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Zambia,Tunisia,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Central African Republic,Liberia,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Cape Verde,Nigeria,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Malawi,Mozambique,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Ivory Coast,Cameroon,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Gabon,Egypt,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Angola,Libya,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Guinea,Morocco,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,United Arab Emirates,Lebanon,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,South Korea,Iraq,3,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Iran,Syria,3,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Australia,China PR,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Saudi Arabia,Vietnam,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Japan,Oman,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,United States,Jamaica,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Mexico,Canada,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Honduras,Costa Rica,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,El Salvador,Panama,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Ukraine,Bosnia and Herzegovina,2,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,France,Finland,2,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Belgium,Wales,1,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Estonia,Czech Republic,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Latvia,Gibraltar,3,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Turkey,Montenegro,2,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Norway,Netherlands,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Uruguay,Bolivia,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Peru,Venezuela,2,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Paraguay,Colombia,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Brazil,Argentina,0,FALSE,0.5129878594550505
2021-11-16,FIFA World Cup qualification,Ecuador,Chile,2,FALSE,0.5129878594550505
2021-11-19,Mahinda Rajapaksa Cup,Sri Lanka,Seychelles,3,TRUE,0.20578048571265098
2021-11-19,Mahinda Rajapaksa Cup,Seychelles,Sri Lanka,3,FALSE,0.20578048571265098
2021-11-25,Friendly,Indonesia,Myanmar,4,FALSE,0.10347809179780616
2021-11-25,Friendly,Myanmar,Indonesia,1,FALSE,0.10347809179780616
2021-11-30,Arab Cup,Iraq,Oman,1,FALSE,0.20794106138812735
2021-11-30,Arab Cup,Qatar,Bahrain,1,TRUE,0.20794106138812735
2021-11-30,Arab Cup,Tunisia,Mauritania,5,FALSE,0.20794106138812735
2021-11-30,Arab Cup,United Arab Emirates,Syria,2,FALSE,0.20794106138812735
2021-11-30,Arab Cup,Oman,Iraq,1,FALSE,0.20794106138812735
2021-11-30,Arab Cup,Bahrain,Qatar,0,FALSE,0.20794106138812735
2021-11-30,Arab Cup,Mauritania,Tunisia,1,FALSE,0.20794106138812735
2021-11-30,Arab Cup,Syria,United Arab Emirates,1,FALSE,0.20794106138812735
2021-12-01,Arab Cup,Morocco,Palestine,4,FALSE,0.20813859866318524
2021-12-01,Arab Cup,Saudi Arabia,Jordan,0,FALSE,0.20813859866318524
2021-12-01,Arab Cup,Algeria,Sudan,4,FALSE,0.20813859866318524
2021-12-01,Arab Cup,Egypt,Lebanon,1,FALSE,0.20813859866318524
2021-12-01,Arab Cup,Palestine,Morocco,0,FALSE,0.20813859866318524
2021-12-01,Arab Cup,Jordan,Saudi Arabia,1,FALSE,0.20813859866318524
2021-12-01,Arab Cup,Sudan,Algeria,0,FALSE,0.20813859866318524
2021-12-01,Arab Cup,Lebanon,Egypt,0,FALSE,0.20813859866318524
2021-12-03,Arab Cup,Bahrain,Iraq,0,FALSE,0.2085342363536111
2021-12-03,Arab Cup,Qatar,Oman,2,TRUE,0.2085342363536111
2021-12-03,Arab Cup,Mauritania,United Arab Emirates,0,FALSE,0.2085342363536111
2021-12-03,Arab Cup,Syria,Tunisia,2,FALSE,0.2085342363536111
2021-12-03,Arab Cup,Iraq,Bahrain,0,FALSE,0.2085342363536111
2021-12-03,Arab Cup,Oman,Qatar,1,FALSE,0.2085342363536111
2021-12-03,Arab Cup,United Arab Emirates,Mauritania,1,FALSE,0.2085342363536111
2021-12-03,Arab Cup,Tunisia,Syria,0,FALSE,0.2085342363536111
2021-12-04,Friendly,El Salvador,Ecuador,1,FALSE,0.10436616856283941
2021-12-04,Arab Cup,Jordan,Morocco,0,FALSE,0.20873233712567882
2021-12-04,Arab Cup,Palestine,Saudi Arabia,1,FALSE,0.20873233712567882
2021-12-04,Arab Cup,Lebanon,Algeria,0,FALSE,0.20873233712567882
2021-12-04,Arab Cup,Sudan,Egypt,0,FALSE,0.20873233712567882
2021-12-04,Friendly,Ecuador,El Salvador,1,FALSE,0.10436616856283941
2021-12-04,Arab Cup,Morocco,Jordan,4,FALSE,0.20873233712567882
2021-12-04,Arab Cup,Saudi Arabia,Palestine,1,FALSE,0.20873233712567882
2021-12-04,Arab Cup,Algeria,Lebanon,2,FALSE,0.20873233712567882
2021-12-04,Arab Cup,Egypt,Sudan,5,FALSE,0.20873233712567882
2021-12-05,AFF Championship,Timor-Leste,Thailand,0,FALSE,0.20893062608706547
2021-12-05,AFF Championship,Singapore,Myanmar,3,TRUE,0.20893062608706547
2021-12-05,AFF Championship,Thailand,Timor-Leste,2,FALSE,0.20893062608706547
2021-12-05,AFF Championship,Myanmar,Singapore,0,FALSE,0.20893062608706547
2021-12-06,Arab Cup,Oman,Bahrain,3,FALSE,0.20912910341654464
2021-12-06,Arab Cup,Qatar,Iraq,3,TRUE,0.20912910341654464
2021-12-06,Arab Cup,Syria,Mauritania,1,FALSE,0.20912910341654464
2021-12-06,Arab Cup,Tunisia,United Arab Emirates,1,FALSE,0.20912910341654464
2021-12-06,AFF Championship,Cambodia,Malaysia,1,FALSE,0.20912910341654464
2021-12-06,AFF Championship,Laos,Vietnam,0,FALSE,0.20912910341654464
2021-12-06,Arab Cup,Bahrain,Oman,0,FALSE,0.20912910341654464
2021-12-06,Arab Cup,Iraq,Qatar,0,FALSE,0.20912910341654464
2021-12-06,Arab Cup,Mauritania,Syria,2,FALSE,0.20912910341654464
2021-12-06,Arab Cup,United Arab Emirates,Tunisia,0,FALSE,0.20912910341654464
2021-12-06,AFF Championship,Malaysia,Cambodia,3,FALSE,0.20912910341654464
2021-12-06,AFF Championship,Vietnam,Laos,2,FALSE,0.20912910341654464
2021-12-07,Arab Cup,Jordan,Palestine,5,FALSE,0.20932776929306002
2021-12-07,Arab Cup,Morocco,Saudi Arabia,1,FALSE,0.20932776929306002
2021-12-07,Arab Cup,Algeria,Egypt,1,FALSE,0.20932776929306002
2021-12-07,Arab Cup,Lebanon,Sudan,1,FALSE,0.20932776929306002
2021-12-07,Arab Cup,Palestine,Jordan,1,FALSE,0.20932776929306002
2021-12-07,Arab Cup,Saudi Arabia,Morocco,0,FALSE,0.20932776929306002
2021-12-07,Arab Cup,Egypt,Algeria,1,FALSE,0.20932776929306002
2021-12-07,Arab Cup,Sudan,Lebanon,0,FALSE,0.20932776929306002
2021-12-08,Friendly,Mexico,Chile,2,FALSE,0.10476331194786258
2021-12-08,AFF Championship,Myanmar,Timor-Leste,2,FALSE,0.20952662389572516
2021-12-08,AFF Championship,Singapore,Philippines,2,TRUE,0.20952662389572516
2021-12-08,Friendly,Chile,Mexico,2,FALSE,0.10476331194786258
2021-12-08,AFF Championship,Timor-Leste,Myanmar,0,FALSE,0.20952662389572516
2021-12-08,AFF Championship,Philippines,Singapore,1,FALSE,0.20952662389572516
2021-12-09,Friendly,Tanzania,Uganda,0,TRUE,0.10486283370191189
2021-12-09,AFF Championship,Malaysia,Laos,4,FALSE,0.20972566740382378
2021-12-09,AFF Championship,Indonesia,Cambodia,4,FALSE,0.20972566740382378
2021-12-09,Friendly,Uganda,Tanzania,2,FALSE,0.10486283370191189
2021-12-09,AFF Championship,Laos,Malaysia,0,FALSE,0.20972566740382378
2021-12-09,AFF Championship,Cambodia,Indonesia,2,FALSE,0.20972566740382378
2021-12-10,Arab Cup,Tunisia,Oman,2,FALSE,0.20992489999680994
2021-12-10,Arab Cup,Qatar,United Arab Emirates,5,TRUE,0.20992489999680994
2021-12-10,Arab Cup,Oman,Tunisia,1,FALSE,0.20992489999680994
2021-12-10,Arab Cup,United Arab Emirates,Qatar,0,FALSE,0.20992489999680994
2021-12-11,Arab Cup,Egypt,Jordan,3,FALSE,0.21012432185430818
2021-12-11,Arab Cup,Morocco,Algeria,2,FALSE,0.21012432185430818
2021-12-11,Friendly,El Salvador,Chile,0,FALSE,0.10506216092715409
2021-12-11,AFF Championship,Timor-Leste,Philippines,0,FALSE,0.21012432185430818
2021-12-11,AFF Championship,Thailand,Myanmar,4,FALSE,0.21012432185430818
2021-12-11,Arab Cup,Jordan,Egypt,1,FALSE,0.21012432185430818
2021-12-11,Arab Cup,Algeria,Morocco,2,FALSE,0.21012432185430818
2021-12-11,Friendly,Chile,El Salvador,1,FALSE,0.10506216092715409
2021-12-11,AFF Championship,Philippines,Timor-Leste,7,FALSE,0.21012432185430818
2021-12-11,AFF Championship,Myanmar,Thailand,0,FALSE,0.21012432185430818
2021-12-12,AFF Championship,Laos,Indonesia,1,FALSE,0.21032393315611364
2021-12-12,AFF Championship,Vietnam,Malaysia,3,FALSE,0.21032393315611364
2021-12-12,AFF Championship,Indonesia,Laos,5,FALSE,0.21032393315611364
2021-12-12,AFF Championship,Malaysia,Vietnam,0,FALSE,0.21032393315611364
2021-12-14,AFF Championship,Philippines,Thailand,1,FALSE,0.210723724812681
2021-12-14,AFF Championship,Singapore,Timor-Leste,2,TRUE,0.210723724812681
2021-12-14,AFF Championship,Thailand,Philippines,2,FALSE,0.210723724812681
2021-12-14,AFF Championship,Timor-Leste,Singapore,0,FALSE,0.210723724812681
2021-12-15,Arab Cup,Tunisia,Egypt,1,FALSE,0.21092390552788787
2021-12-15,Arab Cup,Qatar,Algeria,1,TRUE,0.21092390552788787
2021-12-15,AFF Championship,Cambodia,Laos,3,FALSE,0.21092390552788787
2021-12-15,AFF Championship,Indonesia,Vietnam,0,FALSE,0.21092390552788787
2021-12-15,Arab Cup,Egypt,Tunisia,0,FALSE,0.21092390552788787
2021-12-15,Arab Cup,Algeria,Qatar,2,FALSE,0.21092390552788787
2021-12-15,AFF Championship,Laos,Cambodia,0,FALSE,0.21092390552788787
2021-12-15,AFF Championship,Vietnam,Indonesia,0,FALSE,0.21092390552788787
2021-12-18,Arab Cup,Qatar,Egypt,0,TRUE,0.21152558938746807
2021-12-18,Arab Cup,Tunisia,Algeria,0,FALSE,0.21152558938746807
2021-12-18,Friendly,United States,Bosnia and Herzegovina,1,TRUE,0.10576279469373404
2021-12-18,AFF Championship,Singapore,Thailand,0,TRUE,0.21152558938746807
2021-12-18,AFF Championship,Myanmar,Philippines,2,FALSE,0.21152558938746807
2021-12-18,Arab Cup,Egypt,Qatar,0,FALSE,0.21152558938746807
2021-12-18,Arab Cup,Algeria,Tunisia,2,FALSE,0.21152558938746807
2021-12-18,Friendly,Bosnia and Herzegovina,United States,0,FALSE,0.10576279469373404
2021-12-18,AFF Championship,Thailand,Singapore,2,FALSE,0.21152558938746807
2021-12-18,AFF Championship,Philippines,Myanmar,3,FALSE,0.21152558938746807
2021-12-19,AFF Championship,Vietnam,Cambodia,4,FALSE,0.2117265318480561
2021-12-19,AFF Championship,Malaysia,Indonesia,1,FALSE,0.2117265318480561
2021-12-19,AFF Championship,Cambodia,Vietnam,0,FALSE,0.2117265318480561
2021-12-19,AFF Championship,Indonesia,Malaysia,4,FALSE,0.2117265318480561
2021-12-22,AFF Championship,Singapore,Indonesia,1,TRUE,0.21233050528833083
2021-12-22,AFF Championship,Indonesia,Singapore,1,FALSE,0.21233050528833083
2021-12-23,AFF Championship,Vietnam,Thailand,0,FALSE,0.21253221239296102
2021-12-23,AFF Championship,Thailand,Vietnam,2,FALSE,0.21253221239296102
2021-12-25,AFF Championship,Singapore,Indonesia,2,TRUE,0.21293620162990362
2021-12-25,AFF Championship,Indonesia,Singapore,4,FALSE,0.21293620162990362
2021-12-26,AFF Championship,Thailand,Vietnam,0,FALSE,0.21313848412644548
2021-12-26,AFF Championship,Vietnam,Thailand,0,FALSE,0.21313848412644548
2021-12-29,AFF Championship,Indonesia,Thailand,0,FALSE,0.21374648531736457
2021-12-29,AFF Championship,Thailand,Indonesia,4,FALSE,0.21374648531736457
2021-12-30,Friendly,Mauritania,Burkina Faso,0,FALSE,0.10697476877858604
2021-12-30,Friendly,Sudan,Ethiopia,2,FALSE,0.10697476877858604
2021-12-30,Friendly,Burkina Faso,Mauritania,0,FALSE,0.10697476877858604
2021-12-30,Friendly,Ethiopia,Sudan,3,FALSE,0.10697476877858604
2021-12-31,Friendly,Malawi,Comoros,2,FALSE,0.10707639134501619
2021-12-31,Friendly,Comoros,Malawi,1,FALSE,0.10707639134501619
